행번호,주택공급명,위치,공급규모,분양모집일자,배정내역,연락처
662,[청약자격확인] 더샵 지제역 센트럴파크 1BL(경기 평택시),경기 평택시,2,21.5.14(금),2세대,031-8094-1665
663,[군인특별공급]e편한세상 석림 더노블(충남 서산시),충남 서산시,7,21.5.20(목),84A(2) 84B(3) 84C(1) 84D(1),041-662-9090
664,[군인특별공급]춘천 파밀리에 리버파크(강원도 춘천시),강원 춘천시,3,21.6.4(금),59C(1) 84A(1) 84B(1),1566-0377
665,[군인특별공급]봉담 자이 라피네(경기 화성시),경기 화성시,16,21.5.14(금),84A(10) 84C(1) 84D(1) 84E(2) 84F(2),1644-7742
666,[청약자격확인]봉담 자이 라피네(경기 화성시),경기 화성시,22,21.5.14(금),750세대 3% 22세대,1644-7742
667,[군인특별공급] 용인 명지대역 서희스타힐스 포레스트 (경기 용인시),경기 용인시,1,21.7.2(금),59C(1),1600-4994
668,[청약자격확인] 용인 명지대역 서희스타힐스 포레스트 (경기 용인시),경기 용인시,1,21.7.2(금),45세대중 1세대,1600-4994
669,[군인특별공급] 송도 아리스타 프라임 (인천 연수구),인천 연수구,1,21.5.21(금),41A(1),1833-5626
670,[군인특별공급] 서산 엘크루 에듀포레 (충남 서산시),충남 서산시,1,21.5.28(금),71A(1) ,041-664-1000
671,[군인특별공급]용현·학익1블럭 시티오씨엘 1단지 (인천 미추홀구),인천 미추홀구,15,21.6.3(목),59(2) 77(5) 84A(6) 84B(2) ,032-831-1141
672,[청약자격확인]용현·학익1블럭 시티오씨엘 1단지 (인천 미추홀구),인천 미추홀구(160),33,21.6.3(목),33,032-831-1141
673,[군인특별공급] 오송역 파라곤 센트럴시티 (충북 청주시),충북 청주시,46,21.5.27(목),59A(9) 59B(12) 59C(16) 59D(9),1566-7880
674,[군인특별공급] 힐스테이트 용인 고진역 D1블럭 (경기 용인시),경기 용인시,32,21.6.17(목),59A(3) 59B(7) 70(6) 84(16),1877-3838
675,[군인특별공급] 힐스테이트 용인 고진역 D2블럭 (경기 용인시),경기 용인시,32,21.6.17(목),59A(6) 59B(7) 70(4) 84(15),1877-3838
676,[청약자격확인] 힐스테이트 용인 고진역 D1블럭 (경기 용인시),경기 용인시(163),40,21.6.17(목),1345세대중 3% 40세대,1877-3838
677,[청약자격확인] 힐스테이트 용인 고진역 D2블럭 (경기 용인시),경기 용인시(164),40,21.6.17(목),1358세대중 3% 40세대,1877-3838
678,[군인특별공급]e편한세상 연천 웰스하임(경기 연천군),경기도 연천군,15,21.5.27(목),59A(1) 59B(1) 74A(2) 74B(1) 84A(7) 84B(3),1833-4007
679,[청약자격확인]e편한세상 연천 웰스하임(경기 연천군),경기도 연천군(168),14,21.5.27(목),14,1833-4007
680,[군인특별공급] 영종국제도시 서한이다음 공공분양 (인천 중구),인천 중구,9,21.5.27(목),64A(2) 74A(1) 84A(1) 84B(2) 84C(1) 84D(1) 84E(1),032-751-8800
681,[군인특별공급] 평창진부 웰라움 더퍼스트(강원 평창군),강원 평창군,8,21.5.28(금),84A(4) 84B(4),1600-0081
682,[군인특별공급] 대전 해모로 더 센트라 (대전 중구),대전 중구,6,21.5.28(금),59A(1) 59B(1) 73(2) 84(2),1899-9720
683,[군인특별공급] 경산아이파크(경북 경산시),경북 경산시,9,21.5.28(금),84A(7) 84B(2) ,053-811-0977
684,[군인특별공급] 양주회천 A18블럭 공공분양 (경기 양주시),경기 양주시,2,21.5.31(월),84A(1) 84B(1),031-938-5087
685,[군인특별공급] 양주회천 A21블럭 공공분양 (경기 양주시),경기 양주시,2,21.5.31(월),74A(1) 84A(1) ,031-938-5087
686,[청약자격확인] 양주회천 A18블럭 공공분양 (경기 양주시),경기 양주시(176),39,21.5.31(월),1304세대중 3% 39세대,031-938-5087
687,[청약자격확인] 양주회천 A21블럭 공공분양 (경기 양주시),경기 양주시(177),29,21.5.31(월),995세대중 3% 29세대,031-938-5087
688,[청약자격확인] 영종국제도시 서한이다음 공공분양 (인천 중구),인천 중구,27,21.5.27(목),27세대,032-751-8800
689,[군인특별공급] 더샵 거제디클리브 (경남 거제시),경남 거제시,28,21.5.27(목),74A(5) 74B(1) 84A(7) 84(8) 84C(3) 84D(4) ,1661-3007
690,[군인특별공급]온양발리 한양립스 더 퍼스트(울산 울주군),울산 울주군,2,21.7.2(금),68(2) ,052-237-3457
691,[군인특별공급] 해링턴 플레이스 스마트밸리 (충남 아산시),충남 아산시,8,21.6.8(화),59B(1) 71A(2) 71B(1) 84A(3) 84B(1),1599-9229
692,[군인특별공급] 봉담 프라이드시티(경기 화성시),경기 화성시,33,21.6.4(금),59A(4) 59A1(2) 59B(1) 59C(2) 59C1(1) 59D(1) 72A(2) 72B(2) 72C(3) 72C1(3) 72C2(1) 72D(2) 84A(5) 84B(3) 84C(1),1599-4235
693,[청약자격확인] 봉담 프라이드시티(경기 화성시),경기 화성시,51,21.6.4(금),1701세대중 3% 51세대,1599-4235
694,[군인특별공급] 익산 푸르지오 더 퍼스트(전북 익산시),전북 익산시,12,21.6.4(금),59A(3) 59B(1) 78(1) 84A(5) 84B(2),063-833-5600
695,[군인특별공급] 속초 엘크루 라테라 (강원 속초시),강원 속초시,5,21.6.4(금),76B(1) 73C(1) 83A(1) 84B(1) 83C(1),1833-6133
696,[군인특별공급] 침산 푸르지오 에듀포레(대구 북구),대구 북구,12,21.6.4(금),78A(1) 78B(1) 84A(8) 84B(2) ,1661-8882
697,[군인특별공급] 황등 오투그란데 디에디션(전북 익산시),전북 익산시,1,21.6.7(월) ,84(1),063-853-8952
698, [청약자격확인] 의정부역 월드메르디앙 웰라시티 (경기 의정부시),경기 의정부시,2,21.6.11(금),76세대중 2세대,031-751-3460
699,[군인특별공급] 더샵 오산엘리포레 (경기 오산시),경기 오산시,12,21.6.11(금),59A(4) 75A(2) 75B(2) 84(4),1600-5440
700,[청약자격확인] 더샵 오산엘리포레 (경기 오산시),경기 오산시,27,21.6.11(금),927세대중 3% 27세대,1600-5440
701,"[군인특별공급] 대전역 대라수 어썸브릿지 1차, 2차 (대전 동구)",대전 동구,4,21.6.17(목),1차:84A(1) 84B(1) 2차:84A(1) 84B(1),042-822-7988
702,[군인특별공급] 용계역 푸르지오 아츠베르 1단지 (A1BL),대구 동구,16,21.6.17(목),59A(1) 59B(1) 74A(2) 84A(6) 84B(4) 84D(2) ,053-961-6700
703,[군인특별공급] 용계역 푸르지오 아츠베르 2단지 (A2BL),대구 동구,12,21.6.17(목),59B(1) 84A(6) 84B(3) 84C(2) ,053-961-6700
704,[군인특별공급] 목동 모아엘가 그랑데 (대전 중구),대전 중구,3,21.6.17(목),62B(1) 77(1) 84B(1),042-535-2005
705,[군인특별공급] 번영로 센텀파크 에일린의 뜰(울산 남구),울산 남구,3,21.6.30(수),59(1) 70A(1) 84A(1),052-211-3111
706,[군인특별공급] 충주 모아미래도 공동주택 (충북 충주시),충북 충주시,8,21.6.18(금),59A(4) 84A(4),043-852-7300
707,[군인특별공급] 창원 롯데캐슬 센텀골드 (경남 창원시),경남 창원시,14,21.6.18(금),59(1) 74(2) 84A(7) 84B(4) ,055-242-0050
708,[군인특별공급] 서충주신도시 월드메르디앙 엔라체 (충북 충주시),충북 충주시,5,21.6.24(목),84A(4) 84B(1) ,1833-2996
709,[군인특별공급] 평택지제역자이 (경기 평택시),경기 평택시,8,21.7.16(금),59A(1) 59B(1) 74A(1) 74B(1) 84A(2) 84B(2) ,1800-5944
710,[청약자격확인] 평택지제역자이 (경기 평택시),경기 평택시,31,21.7.16(금),31,1800-5944
711,[군인특별공급] 평택고덕 A-54블럭 공공분양 (경기 평택시),경기 평택시,3,21.6.23(수),59A(3),031-656-4995
712,[청약자격확인] 평택고덕 A-54블럭 공공분양 (경기 평택시),경기 평택시,47,21.6.23(수),47세대,031-656-4995
713,[군인특별공급] 한화 포레나 서충주 (충북 충주시),충북 충주시,10,21.6.22(화),77(3) 84A(5) 84B(1) 84C(1) ,043-846-1997
714,[군인특별공급] 마전 양우 내안에 퍼스트힐 (인천 서구),인천 서구,1,21.6.16(수),84A(1),032-229-0011
715,[군인특별공급] 평촌트리지아 (경기 안양시),경기 안양시,4,21.6.24(목),59A(2) 59B(1) 74(1),031-427-3770
716,[군인특별공급] 초읍 하늘채 포레스원 (부산 부산진구),부산 부산진구,9,21.6.25(금),59A(5) 59B(3) 84A(1),1600-0733
717,[군인특별공급] 한화 포레나 부산덕천 2차 (부산 북구),부산 북구,1,21.6.25(금),74B(1),1588-6227
718,[군인특별공급] 파주 운정신도시 A9블럭 중흥S-클래스 에듀파크 (경기 파주시),경기 파주시,8,21.6.25(금),59A(3) 84A(4) 84B(1),031-947-0880
719,[군인특별공급] 파주 운정신도시 A11블럭 중흥S-클래스 에듀하이 (경기 파주시),경기 파주시,7,21.6.25(금),59A(2) 84A(4) 84B(1),031-947-0880
720,[청약자격확인] 파주 운정신도시 A9블럭 중흥S-클래스 에듀파크 (경기 파주시),경기 파주시,13,21.6.25(금),450세대중 3% 13세대,031-947-0880
721,[청약자격확인] 파주 운정신도시 A11블럭 중흥S-클래스 에듀하이 (경기 파주시),경기 파주시,22,21.6.25(금),750세대중 3% 22세대,031-947-0880
722,[군인특별공급] 힐스테이트 초곡 (경북 포항시),경북 포항시,37,21.6.25(금),59A(3) 59B(2) 74A(6) 74B(2) 74C(2) 76(2) 84A(12) 84B(8),054-262-5300
723,[군인특별공급] 강릉 영진 코아루 휴티스 디오션 (강원 강릉시),강원 강릉시,5,21.6.25(금),71(3) 72(1) 84(1),033-661-9200
724,[군인특별공급] 태왕 THE아너스 오페라 (대구 북구),대구 북구,8,21.6.25(금),84A(5) 84B(3) ,053-756-2900
725,[군인특별공급] 더샵 수성오클레어 (대구 수성구),대구 수성구,5,21.6.25(금),50(1) 84A(2) 84B(2) ,1811-0322
726,[군인특별공급] 지행역 센트레빌 파크뷰 (경기 동두천시),경기 동두천시,6,21.6.25(금),84A(5) 84B(1) ,1661-0037
727,[청약자격확인] 지행역 센트레빌 파크뷰 (경기 동두천시),경기 동두천시,9,21.6.25(금),9,1661-0037
728,[군인특별공급] 파주 운정 A10BL 제일풍경채2차 그랑베뉴 (경기 파주시),경기 파주시,3,21.6.25(금),59A(1) 84A(1) 84B(1),1577-2149
729,[청약자격확인] 파주 운정 A10BL 제일풍경채2차 그랑베뉴 (경기 파주시),경기 파주시,20,21.6.25(금),20,1577-2149
730,[군인특별공급]거창 센트럴캐슬 주상복합 (경남 거창군),경남 거창군,1,21.6.25(금),84C(1),055-945-5557
731,[군인특별공급] 힐스테이트 대구역 퍼스트 (대구 중구),대구 중구,3,21.7.9(금),84A(1) 84B(1) 84C(1) ,053-428-1688
732,[군인특별공급] 양주 회천신도시 센트럴아리스타 (경기 양주시),경기 양주시,1,21.7.1(목),84A(1),1522-4349
733,[청약자격확인] 양주 회천신도시 센트럴아리스타 (경기 양주시),경기 양주시,3,21.7.1(목),3,1522-4349
734,[군인특별공급] 안성아양 B-1블럭 공공분양 (경기 안산시),경기 안성시,1,21.7.7(수),84A(1),031-250-8215
735,[청약자격확인] 안성아양 B-1블럭 공공분양 (경기 안산시),경기 안성시,19,21.7.7(수),644세대 3% 19세대,031-250-8215
736,[군인특별공급] e편한세상 강일 어반브릿지 (서울 강동구),서울 강동구,3,일정미정,84A(1) 84D(1) 84E(1) ,1644-8228
737,[군인특별공급] 힐스테이트 동인 (대구 중구),대구 중구,17,일정미정,84A(5) 84D(3) 84E(1) 84F(2) 84G(1) 84B(1) 84H(1) 84C(1) 84I(2),1577-5306
738,[군인특별공급] 당진 센트레빌 르네블루 2차(충남 당진시) ,충남 당진시,20,21.7.8(목),59(1) 74A(3) 84A(12) 84B(4),041-355-1300
739,[군인특별공급] 더샵 광양베이센트(전남 광양시),전남 광양시,9,일정미정,84A(7) 84C(1) 84D(1),1855-1330
740,[군인특별공급] 오창 반도유보라 퍼스티지(충북 청주시),충북 충주시,4,21.7.8(목),59(2) 84A(1) 84C(1) ,1599-7031
741,[군인특별공급] 힐스테이트 광교중앙역 퍼스트(경기 수원시),경기 수원시,1,일정미정,60A(1),031-294-1200
742,[군인특별공급] 교대역 푸르지오 트레힐스 (대구 남구),대구 남구,10,21.7.2(금),59A(1) 59B(1) 84A(3) 84B(5),053-476-8199
743,[군인특별공급]구미송정 범양레우스 센트럴포레 (경북 구미시),경북 구미시,10,일정미정,59A(1) 59B(2) 84(7),054-461-0122
744,[군인특별공급] 모아미래도 에듀파크 (광주 북구),광주 북구,1,21.7.9(금),66(1),062-512-5007
745,[군인특별공급] 아산 한라비발디 스마트밸리 (충남 아산시) ,충남 아산시,9,21.8.6(금),54(2) 65A(2) 65B(1) 75(1) 84A(2) 84B(1),1688-3663
746,[군인특별공급] 이안 더 메트로 (경기 의정부시),경기 의정부시,4,21.7.15(목),67(2) 69(2),031-853-2001
747,[청약자격확인] 이안 더 메트로 (경기 의정부시),경기 의정부시,5,21.7.15(목),총170세대 3% 5,031-853-2001
748,[군인특별공급] 남양주진접2지구 공공분양 사전청약 (경기 남양주시),경기 남양주시,2,21.7.15(목),51(1) 59(1),1670-4007
749, [청약자격확인] 남양주진접2지구 공공분양 사전청약 (경기 남양주시),경기 남양주시,43,21.7.15(목),43,1670-4007
750, [군인특별공급] 인천계양 A2BL 공공분양 사전청약 (인천 계양구),인천 계양구,2,21.7.15(목),59(1) 74(1),1670-4007
751, [청약자격확인] 인천계양 A2BL 공공분양 사전청약 (인천 계양구),인천 계양구,21,21.7.15(목),총709세대 3% 21,1670-4007
752,[군인특별공급] 성남 복정 1지구 공공분양 사전청약 (경기 성남시),경기 성남시,1,21.7.15(목),59(1),1670-4007
753,[군인특별공급] 내포신도시 RH5-2 모아미래도 (충남 홍성군),충남 홍성군,12,21.7.16(금),84A(9) 84B(3),1833-6668
754,[군인특별공급] 사송 더샵데시앙 3차 (경남 양산시),경남 양산시,2,21.7.16(금),84A(1) 84C(1) ,055-366-4040
755,[군인특별공급] 힐스테이트 익산 (전북 익산시),전북 익산시,6,21.7.16(금),84A(3) 84B(1) 84D(2),063-831-7773
756,[군인특별공급] 힐스테이트 자이 계양 (인천 계양구),인천 계양구,16,21.7.21(수),53A(3) 53B(2) 53C(1) 59A(1) 84A(4) 84B(1) 84C(4),032-858-8022
757,[청약자격확인] 힐스테이트 자이 계양 (인천 계양구),인천 계양구,24,21.7.21(수),총812세대 3% 24,032-858-8022
758,[군인특별공급] 강릉 롯데캐슬 시그니처 (강원 강릉시),강원 강릉시,20,21.7.16(금),84A(10) 84B(5) 84C(5),1600-1698
759,[군인특별공급] 세종자이 더시티 (세종 산울동),세종 산울동,1,21.7.16(금),84A(1),044-715-7793
760,[군인특별공급] 한화 포레나 천안신부 (충남 천안시),충남 천안시,6,21.7.22(목),76(2) 84A(3) 84B(1),1661-6466
761,[군인특별공급] 구미 푸르지오 센트럴파크 (경북 구미시),경북 구미시,15,21.7.30(금),84(15),1644-5010
762,[군인특별공급] 포천 리버포레 세영리첼 (경기 포천시),경기 포천시,7,21.7.30(금) ,61(4) 76A(1) 76B(1) 84(1) ,1522-9344
763,[군인특별공급] 신기역 극동 스타클래스 (대구 동구),대구 동구,2,21.7.23(금),84A(1) 84B(1),1644-7739
764,[군인특별공급] 서대구역 센텀 화성파크드림 (대구 서구),대구 서구,13,21.7.23(금),59B(1) 74(2) 84A(3) 84B(3) 84C(4),053-522-2998
765,[군인특별공급] 검산 이지움 라프라임 (전북 김제시),전북 김제시,3,21.7.23(금),84A(2) 84B(1),063-245-1117
766,[군인특별공급] 다대리슈빌 (부산 사하구),부산 사하구,3,21.7.23(금),59A(1) 59B(1) 59C(1),051-262-0101
767,[군인특별공급] 작전역 베네하임 더윈 (인천 계양구) ,인천 계양구,2,21.7.23(금),59A(1) 84A(1),032-543-1900
768,[청약자격확인] 작전역 베네하임 더윈 (인천 계양구) ,인천 계양구,5,21.7.23(금),166세대중 5명,032-543-1900
